2025-12-17T14:50:48.947+00:00,temp-sensor,temperature,44.9
2025-12-17T14:50:49.952+00:00,temp-sensor,temperature,62.3
2025-12-17T14:50:54.948+00:00,temp-sensor,temperature,70.5
2025-12-17T14:51:09.952+00:00,temp-sensor,temperature,69.6
2025-12-17T14:51:15.954+00:00,temp-sensor,temperature,22.5
2025-12-17T14:51:30.959+00:00,temp-sensor,temperature,60.8
2025-12-17T14:51:32.966+00:00,temp-sensor,temperature,24.8
2025-12-17T14:51:38.968+00:00,temp-sensor,temperature,63.9
2025-12-17T14:51:53.975+00:00,temp-sensor,temperature,21.6
2025-12-17T14:51:55.975+00:00,temp-sensor,temperature,64.6
2025-12-17T14:52:01.977+00:00,temp-sensor,temperature,52.2
2025-12-17T14:52:16.980+00:00,temp-sensor,temperature,23.3
2025-12-17T14:53:05.997+00:00,temp-sensor,temperature,65.2
2025-12-17T14:53:11.998+00:00,temp-sensor,temperature,59.6
2025-12-17T14:53:27.002+00:00,temp-sensor,temperature,49.7
2025-12-17T14:53:36.003+00:00,temp-sensor,temperature,58.2
2025-12-17T14:53:39.009+00:00,temp-sensor,temperature,31
2025-12-17T14:53:54.013+00:00,temp-sensor,temperature,49.8
2025-12-17T14:54:00.015+00:00,temp-sensor,temperature,46
2025-12-17T14:54:15.018+00:00,temp-sensor,temperature,23.3
2025-12-17T14:54:16.019+00:00,temp-sensor,temperature,72.6
2025-12-17T14:54:21.020+00:00,temp-sensor,temperature,38
2025-12-17T14:54:36.023+00:00,temp-sensor,temperature,48.6
2025-12-17T14:54:42.024+00:00,temp-sensor,temperature,30.9
2025-12-17T14:54:57.027+00:00,temp-sensor,temperature,63.9
2025-12-17T14:55:03.028+00:00,temp-sensor,temperature,64.8
2025-12-17T14:55:18.032+00:00,temp-sensor,temperature,60.1
2025-12-17T14:55:19.572+00:00,temp-sensor,temperature,41.9
2025-12-17T14:55:24.033+00:00,temp-sensor,temperature,74.1
2025-12-17T14:55:39.037+00:00,temp-sensor,temperature,56.4
2025-12-17T14:55:45.039+00:00,temp-sensor,temperature,64.5
2025-12-17T14:56:00.041+00:00,temp-sensor,temperature,73.2
2025-12-17T14:56:06.042+00:00,temp-sensor,temperature,66
2025-12-17T14:56:09.052+00:00,temp-sensor,temperature,72.7
2025-12-17T14:56:24.056+00:00,temp-sensor,temperature,45.6
2025-12-17T14:56:30.058+00:00,temp-sensor,temperature,61.5
2025-12-17T14:56:45.062+00:00,temp-sensor,temperature,49
2025-12-17T14:56:51.064+00:00,temp-sensor,temperature,38.7
2025-12-17T14:57:06.066+00:00,temp-sensor,temperature,58.2
2025-12-17T14:57:12.068+00:00,temp-sensor,temperature,20.4
2025-12-17T14:57:27.073+00:00,temp-sensor,temperature,45.2
2025-12-17T14:57:33.075+00:00,temp-sensor,temperature,47.4
2025-12-17T14:57:48.079+00:00,temp-sensor,temperature,37.8
2025-12-17T14:57:54.082+00:00,temp-sensor,temperature,43.3
2025-12-17T14:58:02.257+00:00,temp-sensor,temperature,26.5
2025-12-17T14:58:08.258+00:00,temp-sensor,temperature,77.9
2025-12-17T14:58:23.260+00:00,temp-sensor,temperature,64.8
2025-12-17T14:58:24.261+00:00,temp-sensor,temperature,40.8
2025-12-17T14:58:25.572+00:00,temp-sensor,temperature,33.6
2025-12-17T14:58:30.263+00:00,temp-sensor,temperature,58.2
2025-12-17T14:58:45.266+00:00,temp-sensor,temperature,62.7
2025-12-17T14:58:54.266+00:00,temp-sensor,temperature,71.1
2025-12-17T14:59:02.597+00:00,temp-sensor,temperature,53.1
2025-12-17T14:59:08.598+00:00,temp-sensor,temperature,46.8
2025-12-17T14:59:23.603+00:00,temp-sensor,temperature,31
2025-12-17T14:59:29.604+00:00,temp-sensor,temperature,39.3
2025-12-17T14:59:39.340+00:00,temp-sensor,temperature,49.8
2025-12-17T14:59:45.341+00:00,temp-sensor,temperature,55.4
2025-12-17T15:00:00.347+00:00,temp-sensor,temperature,76.6
2025-12-17T15:00:02.346+00:00,temp-sensor,temperature,41.2
2025-12-17T15:00:08.348+00:00,temp-sensor,temperature,44.4
2025-12-17T15:00:23.352+00:00,temp-sensor,temperature,40.8
2025-12-17T15:00:29.353+00:00,temp-sensor,temperature,29.8
2025-12-17T15:00:36.359+00:00,temp-sensor,temperature,71.7
2025-12-17T15:00:42.360+00:00,temp-sensor,temperature,49.9
2025-12-17T15:00:57.363+00:00,temp-sensor,temperature,40.1
2025-12-17T15:01:03.364+00:00,temp-sensor,temperature,54.6
2025-12-17T15:01:18.368+00:00,temp-sensor,temperature,61.9
2025-12-17T15:01:24.371+00:00,temp-sensor,temperature,44.2
2025-12-17T15:01:39.376+00:00,temp-sensor,temperature,48.4
2025-12-17T15:01:45.377+00:00,temp-sensor,temperature,57.6
2025-12-17T15:02:00.379+00:00,temp-sensor,temperature,42.3
2025-12-17T15:02:06.381+00:00,temp-sensor,temperature,47.3
2025-12-17T15:02:21.398+00:00,temp-sensor,temperature,76.1
2025-12-17T15:02:27.399+00:00,temp-sensor,temperature,49.2
2025-12-17T15:02:42.406+00:00,temp-sensor,temperature,34
2025-12-17T15:02:48.407+00:00,temp-sensor,temperature,49.1
2025-12-17T15:02:49.572+00:00,temp-sensor,temperature,57.5
2025-12-17T15:03:26.579+00:00,temp-sensor,temperature,28.2
2025-12-17T15:03:32.580+00:00,temp-sensor,temperature,77
2025-12-17T15:03:47.583+00:00,temp-sensor,temperature,37.9
2025-12-17T15:03:49.572+00:00,temp-sensor,temperature,54.3
2025-12-17T15:03:53.585+00:00,temp-sensor,temperature,52.6
2025-12-17T15:04:02.510+00:00,temp-sensor,temperature,55
2025-12-17T15:04:08.510+00:00,temp-sensor,temperature,33.8
2025-12-17T15:04:23.516+00:00,temp-sensor,temperature,65.4
2025-12-17T15:04:29.518+00:00,temp-sensor,temperature,68.6
2025-12-17T15:04:51.522+00:00,temp-sensor,temperature,77.4
2025-12-17T15:04:57.524+00:00,temp-sensor,temperature,66.8
2025-12-17T15:05:14.535+00:00,temp-sensor,temperature,52.9
2025-12-17T15:05:24.537+00:00,temp-sensor,temperature,77.3
2025-12-17T15:05:53.549+00:00,temp-sensor,temperature,30.9
2025-12-17T15:05:59.550+00:00,temp-sensor,temperature,48.3
2025-12-17T15:06:14.552+00:00,temp-sensor,temperature,42
2025-12-17T15:06:20.554+00:00,temp-sensor,temperature,67.4
2025-12-17T15:06:36.566+00:00,temp-sensor,temperature,76.6
